WindowClassName	windowControlID	Module	Text	Comment
Edit	26722	Kunder	Hemsida	
Edit	24747	Kunder	Anteckningar	
ComboBox	24965	Kunder	Offert	
Edit	24975	Kunder	Kopia till kund	
ComboBox	24966	Kunder	Order	
Edit	24976	Kunder	Kopia till kund	
ComboBox	24967	Kunder	Följesedel	
Edit	24977	Kunder	Kopia till kund	
ComboBox	24968	Kunder	Extra orderdokument	
Edit	24978	Kunder	Kopia till kund	
ComboBox	24931	Kunder	Faktura	
Edit	24979	Kunder	Kopia till kund	
ComboBox	24969	Kunder	Kreditfaktura	
Edit	24980	Kunder	Kopia till kund	
ComboBox	24970	Kunder	Räntefaktura	
Edit	24981	Kunder	Kopia till kund	
ComboBox	24971	Kunder	Kontantnota	
Edit	24982	Kunder	Kopia till kund	
ComboBox	24972	Kunder	Extra fakturadokument	
Edit	24983	Kunder	Kopia till kund	
SafGrid	21211	Kunder	Kundens artikelnummer	
Edit	22715	Prislistor	Kod	
Edit	22717	Prislistor	Valuta	
Edit	22739	Prislistor	Språk	
Edit	22719	Prislistor	Anteckning	
Edit	22731	Prislistor	Från, rad 1	
Edit	22735	Prislistor	Avrundning, rad 1	
Edit	22732	Prislistor	Från, rad 2	
Edit	22736	Prislistor	Avrundning, rad 2	
Edit	22733	Prislistor	Från, rad 3	
Edit	22737	Prislistor	Avrundning, rad 3	
Edit	22734	Prislistor	Från, rad 4	
Edit	22738	Prislistor	Avrundning, rad 4	
SafGrid	21573	Prislistor	Priser	
SafGrid	21574	Prislistor	Stafflingar	
Edit	22729	Prislistor	Procent	
Edit	22730	Prislistor	Belopp	
Edit	22727	Prislistor	Prislista	
Edit	22728	Prislistor	Leverantörsprislista	
Edit	22488	Kundrabatter	Avtalsnummer	
Edit	22489	Kundrabatter	Benämning	
Edit	22490	Kundrabatter	Prislista	
Edit	22492	Kundrabatter	Radrabatt	
Edit	22491	Kundrabatter	Fakturarabatt	
SafGrid	21217	Kundrabatter	Artikelgrupper	
SafGrid	21216	Kundrabatter	Artiklar	
SafGrid	21547	Inkommande följesedel	Lista	
Edit	23238	Leverantörsfaktura	Bankgiro	
Edit	23236	Leverantörsfaktura	Plusgiro	
Edit	23266	Leverantörsfaktura	Skuldkonto	
Edit	2603	Aktivering av programvaran	Kundnummer	
Edit	2606	Aktivering av programvaran	Organisationsnummer	
Edit	23415	Lösenord	Signatur	
Edit	23416	Lösenord	Lösenord	
Edit	22825	Manuell inleverans	Lönummer	
Edit	22818	Manuell inleverans	Datum	
Edit	22828	Manuell inleverans	Artikelnummer	
Edit	22613	Manuell inleverans	Benämning	
Edit	22619	Manuell inleverans	Enhet	
Edit	22831	Manuell inleverans	Antal	
Edit	22834	Manuell inleverans	Pris styck	
Edit	22835	Manuell inleverans	Frakt styck	
Edit	22846	Manuell inleverans	Kommentar	
Edit	22843	Manuell inleverans	Kontonummer	
Edit	22844	Manuell inleverans	Resultatenhet	
Edit	22845	Manuell inleverans	Projekt	
Edit	22825	Manuell utleverans	Löpnummer	
Edit	22818	Manuell utleverans	Datum	
Edit	22828	Manuell utleverans	Artikelnummer	
Edit	22613	Manuell utleverans	Benämning	
Edit	22619	Manuell utleverans	Enhet	
Edit	22831	Manuell utleverans	Antal	
Edit	22846	Manuell utleverans	Kommentar	
Edit	22843	Manuell utleverans	Kontonummer	
Edit	22844	Manuell utleverans	Resultatenhet	
Edit	22845	Manuell utleverans	Projekt	
Edit	24583	Leverantörsfaktura	Dokument	
Edit	23261	Leverantörsfaktura	Anmärkning 1	
Edit	23262	Leverantörsfaktura	Anmärkning 2	
Edit	23263	Leverantörsfaktura	Anmärkning 3	
